Frequency,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
8.696,1.8446,-1.1596,-0.6311,4.9446,3.5574,30.223,9.435,-4.8493
8.7,1.9446,-1.7596,-1.1311,5.3446,2.4574,6.2229,-4.565,-14.849
8.704,1.7446,-0.9596,0.0689,3.6446,2.4574,2.2229,-4.565,-16.849
8.708,2.3446,-0.5596,-1.2311,4.1446,2.9574,-7.7771,-18.565,-26.849
8.712,0.6446,-1.3596,-1.0311,5.0446,3.0574,12.223,3.435,-14.849
8.716,0.3446,0.9404,-0.6311,5.0446,2.2574,6.2229,-14.565,-18.849
8.72,-1.0554,1.4404,-0.2311,2.6446,1.8574,8.2229,3.435,-14.849
8.724,-0.1554,1.6404,-0.2311,2.8446,2.3574,12.223,1.435,-22.849
8.728,-0.1554,-0.0596,-1.5311,2.5446,2.2574,6.2229,3.435,7.1507
8.732,3.6446,-0.3596,-0.7311,3.4446,2.5574,20.223,7.435,3.1507
8.736,3.2446,0.4404,-1.2311,4.8446,2.0574,2.2229,-6.565,-6.8493
8.74,0.4446,-1.8596,-1.8311,4.4446,3.0574,14.223,-0.565,-8.8493
8.744,-0.2554,-1.2596,-2.2311,2.4446,1.7574,2.2229,-6.565,-4.8493
8.748,0.4446,1.7404,-2.2311,2.0446,2.5574,-1.7771,-0.565,-2.8493
8.752,0.6446,2.7404,-4.0311,4.7446,3.7574,10.223,-2.565,1.1507
8.756,-0.4554,0.5404,-4.2311,5.8446,4.4574,16.223,21.435,23.151
8.76,-0.1554,0.5404,-3.6311,8.5446,3.9574,18.223,15.435,23.151
8.764,-1.1554,1.2404,-4.4311,6.6446,1.5574,8.2229,21.435,17.151
8.768,-2.1554,0.5404,-3.9311,2.9446,-0.0426,14.223,19.435,19.151
8.772,-1.8554,2.9404,-4.0311,4.8446,-0.8426,14.223,47.435,49.151
8.776,-1.3554,4.6404,-4.7311,9.8446,-1.4426,22.223,51.435,51.151
8.78,-3.2554,3.3404,-4.8311,11.045,-2.1426,26.223,67.435,69.151
8.784,-5.0554,3.4404,-4.7311,11.345,-2.4426,10.223,37.435,31.151
8.788,-5.8554,1.9404,-5.5311,9.9446,-2.8426,14.223,33.435,33.151
8.792,-3.6554,1.9404,-3.6311,7.8446,-2.9426,14.223,37.435,33.151
8.796,-1.7554,-1.1596,-2.9311,5.8446,-3.2426,-3.7771,21.435,19.151
8.8,0.2446,-0.6596,-1.5311,5.4446,-2.5426,-7.7771,19.435,5.1507
8.804,3.2446,-0.1596,-1.0311,2.2446,-4.0426,-35.777,7.435,-2.8493
8.808,5.1446,1.7404,0.7689,2.4446,-2.9426,-21.777,1.435,-20.849
8.812,5.2446,2.2404,-0.0311,2.4446,-3.2426,-27.777,-14.565,-42.849
8.816,3.6446,2.4404,1.4689,1.4446,-1.2426,-21.777,-10.565,-38.849
8.82,4.5446,0.1404,2.3689,3.7446,0.0574,-9.7771,-2.565,-2.8493
8.824,6.6446,-0.2596,1.7689,2.5446,-0.1426,-13.777,1.435,3.1507
8.828,6.5446,1.1404,1.3689,4.1446,1.5574,-7.7771,-20.565,-36.849
8.832,6.4446,-0.7596,-0.5311,3.9446,1.8574,-21.777,-30.565,-40.849
8.836,6.7446,-1.4596,1.5689,4.6446,3.7574,-5.7771,-32.565,-44.849
8.84,4.9446,-1.8596,1.0689,2.9446,3.3574,-11.777,-28.565,-40.849
8.844,5.9446,-1.9596,0.1689,4.4446,3.3574,-7.7771,-38.565,-56.849
8.848,4.6446,-1.7596,0.3689,3.8446,3.9574,14.223,-10.565,-22.849
8.852,5.6446,-2.8596,0.7689,0.0446,2.6574,-5.7771,-24.565,-24.849
8.856,5.5446,-1.9596,2.3689,2.0446,3.1574,-21.777,-44.565,-46.849
8.86,4.4446,-1.9596,2.6689,6.5446,5.0574,6.2229,-18.565,-30.849
8.864,5.8446,-2.3596,0.6689,8.0446,2.8574,-21.777,-32.565,-42.849
8.868,12.045,4.5404,-1.7311,7.7446,6.8574,-21.777,-34.565,-40.849
8.872,19.845,12.04,-6.6311,8.8446,9.0574,-7.7771,-0.565,-8.8493
8.876,22.345,13.24,-11.031,8.1446,3.7574,-5.7771,-6.565,-16.849
8.88,14.845,9.4404,-11.931,6.6446,-3.0426,16.223,-4.565,-24.849
8.884,-4.4554,-6.8596,-4.7311,1.1446,-9.7426,-21.777,-32.565,-32.849
8.888,-13.355,-15.36,3.9689,-1.0554,-8.3426,-21.777,-38.565,-24.849
8.892,-9.5554,-11.16,5.2689,-0.2554,-1.9426,-5.7771,-14.565,-4.8493
8.896,-1.5554,-5.8596,4.9689,0.1446,1.3574,10.223,-2.565,-4.8493
8.9,1.7446,-1.3596,2.8689,1.2446,0.3574,14.223,5.435,1.1507
8.904,0.6446,-2.3596,0.0689,2.2446,-0.5426,2.2229,-8.565,-12.849
8.908,0.1446,-4.6596,2.3689,1.7446,0.9574,16.223,-32.565,-22.849
8.912,0.7446,-8.4596,3.5689,3.1446,4.8574,30.223,-46.565,-34.849
8.916,-0.7554,-13.16,5.1689,9.4446,9.4574,68.223,-32.565,-4.8493
8.92,-1.7554,-14.26,6.9689,12.845,10.257,88.223,-10.565,9.1507
8.924,-1.9554,-10.26,3.4689,10.445,4.6574,68.223,49.435,67.151
8.928,-6.4554,-0.4596,-6.7311,11.045,-6.0426,-21.777,155.44,181.15
8.932,-16.855,10.84,-17.831,13.445,-20.743,-149.78,323.44,381.15
8.936,-26.755,32.84,-32.931,16.545,-42.243,-329.78,487.43,507.15
8.94,-33.055,56.24,-44.831,13.745,-57.043,-487.78,641.43,647.15
8.944,-37.755,73.54,-56.431,9.1446,-73.943,-653.78,751.43,759.15
8.948,-41.955,89.14,-67.531,4.6446,-89.343,-719.78,791.43,711.15
8.952,-34.255,99.14,-64.831,-5.1554,-86.343,-591.78,655.43,449.15
8.956,-9.3554,93.54,-46.731,-17.055,-65.643,-387.78,361.44,85.151
8.96,16.345,75.34,-21.531,-26.655,-37.443,-125.78,91.435,-176.85
8.964,31.545,47.24,-1.2311,-30.155,-13.243,42.223,-148.56,-348.85
8.968,35.545,21.44,12.769,-23.455,6.3574,162.22,-246.56,-362.85
8.972,31.345,-1.3596,14.469,-14.555,14.957,172.22,-254.56,-276.85
8.976,22.545,-16.86,16.269,-2.5554,21.857,180.22,-240.56,-212.85
8.98,15.345,-26.46,14.869,2.4446,24.057,174.22,-206.56,-158.85
8.984,11.345,-30.76,15.869,5.3446,25.157,152.22,-210.56,-142.85
8.988,7.8446,-30.96,17.269,8.4446,25.357,164.22,-194.56,-126.85
8.992,6.2446,-31.36,15.669,3.9446,23.457,160.22,-170.56,-100.85
8.996,8.4446,-29.46,16.069,2.8446,22.057,136.22,-194.56,-128.85
9,5.3446,-30.66,16.669,2.0446,22.057,156.22,-162.56,-108.85
9.004,5.1446,-28.06,15.869,2.2446,20.857,138.22,-162.56,-110.85
9.008,5.5446,-25.86,14.869,3.1446,20.057,120.22,-160.56,-120.85
9.012,4.1446,-26.76,13.569,4.5446,18.157,96.223,-168.56,-114.85
9.016,2.3446,-24.66,11.569,3.4446,17.557,92.223,-138.56,-88.849
9.02,4.5446,-20.66,11.369,2.5446,15.957,96.223,-124.56,-90.849
9.024,6.4446,-18.26,10.569,1.2446,15.557,112.22,-100.56,-90.849
9.028,5.2446,-17.96,9.5689,1.4446,14.857,92.223,-94.565,-66.849
9.032,4.2446,-16.66,10.069,1.5446,14.157,68.223,-114.56,-68.849
9.036,1.7446,-15.76,8.4689,1.6446,12.557,84.223,-86.565,-42.849
9.04,2.9446,-15.76,7.2689,2.1446,11.657,68.223,-80.565,-40.849
9.044,3.1446,-12.96,5.8689,3.0446,11.457,76.223,-68.565,-48.849
9.048,3.7446,-11.36,5.7689,4.7446,11.557,82.223,-52.565,-40.849
9.052,3.5446,-10.56,4.7689,3.2446,9.6574,64.223,-52.565,-32.849
9.056,3.9446,-11.66,3.8689,0.5446,8.1574,30.223,-72.565,-50.849
9.06,2.9446,-10.16,3.3689,1.8446,7.7574,42.223,-48.565,-32.849
9.064,3.1446,-7.7596,4.8689,4.2446,7.6574,56.223,-26.565,-16.849
9.068,2.8446,-5.9596,5.3689,1.6446,5.8574,44.223,-38.565,-22.849
9.072,1.8446,-5.1596,3.7689,0.1446,4.9574,44.223,-28.565,-16.849
9.076,2.2446,-4.1596,1.9689,0.3446,3.9574,14.223,-52.565,-42.849
9.08,0.6446,-5.2596,3.0689,2.0446,4.1574,24.223,-32.565,-34.849
9.084,0.7446,-3.2596,2.8689,5.5446,5.3574,52.223,3.435,5.1507
9.088,4.4446,-3.6596,2.3689,3.7446,3.8574,22.223,-18.565,-8.8493
9.092,2.7446,-3.3596,3.5689,4.1446,3.3574,10.223,-28.565,-22.849
9.096,1.8446,-3.2596,1.0689,2.0446,1.7574,14.223,-6.565,-0.8493
9.1,3.4446,-0.8596,3.0689,2.9446,2.7574,18.223,-12.565,3.1507
9.104,1.9446,0.0404,1.7689,2.8446,3.1574,18.223,1.435,3.1507
9.108,2.7446,-0.7596,0.2689,4.2446,1.7574,0.2229,-26.565,-22.849
9.112,-0.0554,-1.4596,0.5689,3.8446,0.3574,16.223,3.435,3.1507
9.116,0.5446,1.2404,1.5689,2.3446,-1.9426,12.223,1.435,-4.8493
9.12,0.7446,1.2404,0.5689,1.9446,-1.8426,10.223,9.435,5.1507
9.124,0.6446,2.1404,-0.9311,1.3446,-1.9426,-23.777,-14.565,5.1507
9.128,-0.3554,0.8404,-0.7311,2.6446,-1.2426,-1.7771,1.435,15.151
9.132,-0.2554,1.2404,-1.5311,2.7446,-2.3426,6.2229,21.435,23.151
9.136,-0.7554,1.0404,-1.5311,5.2446,-3.6426,0.2229,9.435,-2.8493
9.14,-3.2554,0.2404,-2.3311,5.7446,-5.0426,-13.777,5.435,9.1507
9.144,-3.6554,1.2404,-3.0311,3.7446,-6.5426,-9.7771,17.435,31.151
9.148,-2.6554,4.9404,-1.2311,1.5446,-5.8426,-9.7771,21.435,19.151
9.152,-0.3554,5.8404,-3.1311,3.8446,-5.0426,-9.7771,17.435,3.1507
9.156,-1.5554,5.1404,-3.5311,3.2446,-5.1426,-31.777,17.435,13.151
9.16,0.3446,6.9404,-3.5311,1.6446,-5.6426,-19.777,33.435,41.151
9.164,-0.1554,6.4404,-2.2311,2.3446,-3.3426,-15.777,37.435,35.151
9.168,-0.6554,6.9404,-2.5311,2.4446,-4.6426,-33.777,31.435,21.151
9.172,-2.2554,6.8404,-3.5311,2.1446,-5.2426,-31.777,37.435,31.151
9.176,-2.1554,7.1404,-2.8311,5.2446,-4.8426,-5.7771,49.435,43.151
9.18,-4.2554,5.7404,-4.4311,2.9446,-5.6426,-15.777,49.435,51.151
9.184,-2.6554,6.5404,-3.3311,3.4446,-5.0426,-41.777,33.435,41.151
9.188,-3.1554,7.1404,-3.3311,4.2446,-3.6426,-31.777,51.435,51.151
9.192,-2.9554,9.0404,-5.0311,5.5446,-4.3426,-27.777,55.435,53.151
9.196,-0.2554,9.8404,-2.9311,6.5446,-5.2426,-27.777,37.435,35.151
9.2,-1.8554,7.4404,-2.9311,7.3446,-3.1426,-25.777,55.435,47.151
9.204,-1.0554,4.8404,-3.9311,5.3446,-4.1426,-53.777,19.435,29.151
9.208,-2.1554,7.0404,-3.2311,2.9446,-2.3426,-15.777,49.435,49.151
9.212,-2.6554,6.1404,-1.8311,1.8446,-1.9426,-11.777,49.435,47.151
9.216,-1.7554,6.6404,-1.8311,3.0446,-1.9426,-25.777,41.435,37.151
9.22,-0.4554,6.7404,-1.6311,3.7446,-0.7426,-25.777,7.435,7.1507
9.224,-2.6554,1.7404,-0.3311,4.5446,1.1574,2.2229,43.435,49.151
9.228,-0.5554,0.6404,0.1689,5.0446,0.0574,-19.777,17.435,27.151
9.232,-1.1554,1.1404,2.2689,5.8446,2.1574,-7.7771,-0.565,11.151
9.236,-0.9554,-0.2596,1.8689,4.5446,2.3574,-3.7771,1.435,-0.8493
9.24,-1.3554,-1.9596,3.4689,6.4446,3.3574,16.223,-6.565,9.1507
9.244,-1.5554,-2.1596,3.5689,7.4446,4.3574,26.223,-16.565,-8.8493
9.248,0.2446,-3.7596,6.0689,7.0446,7.2574,40.223,-20.565,-12.849
9.252,2.2446,-5.0596,6.7689,3.4446,5.2574,32.223,-32.565,-26.849
9.256,3.7446,-4.4596,7.1689,2.3446,5.7574,38.223,-44.565,-56.849
9.26,3.4446,-6.5596,5.6689,0.7446,6.0574,40.223,-46.565,-54.849
9.264,3.9446,-6.0596,2.6689,0.0446,5.3574,32.223,-52.565,-56.849
9.268,3.9446,-5.2596,4.6689,4.1446,5.4574,44.223,-44.565,-44.849
9.272,5.3446,-4.8596,7.1689,2.2446,4.8574,34.223,-62.565,-60.849
9.276,5.9446,-7.5596,10.469,-1.1554,5.9574,30.223,-66.565,-76.849
9.28,7.3446,-8.2596,9.2689,-1.6554,4.2574,8.2229,-82.565,-78.849
9.284,7.7446,-5.5596,9.6689,-0.8554,6.3574,34.223,-60.565,-74.849
9.288,7.2446,-5.4596,7.8689,0.8446,6.1574,34.223,-62.565,-78.849
9.292,6.2446,-6.0596,6.9689,-1.1554,4.5574,22.223,-56.565,-78.849
9.296,5.4446,-4.4596,7.2689,-0.2554,6.6574,34.223,-48.565,-74.849
9.3,6.8446,-2.8596,6.3689,2.4446,7.5574,28.223,-36.565,-48.849
9.304,6.7446,-2.5596,7.4689,3.3446,9.4574,32.223,-32.565,-44.849
9.308,5.5446,-2.0596,6.7689,4.8446,9.1574,8.2229,-54.565,-56.849
9.312,8.0446,-1.3596,2.7689,5.9446,8.9574,28.223,-28.565,-44.849
9.316,14.445,4.4404,0.1689,6.9446,12.557,22.223,-28.565,-42.849
9.32,20.945,11.34,-4.4311,4.6446,9.2574,20.223,-26.565,-44.849
9.324,18.745,11.64,-10.631,3.1446,2.2574,16.223,-26.565,-48.849
9.328,8.0446,3.0404,-5.1311,1.4446,-4.4426,0.2229,-48.565,-62.849
9.332,-9.2554,-12.86,5.1689,-0.3554,-4.9426,14.223,-24.565,-34.849
9.336,-11.355,-13.96,10.069,-2.7554,-2.2426,6.2229,-28.565,-24.849
9.34,-5.5554,-9.2596,9.4689,-1.2554,1.5574,-13.777,-38.565,-36.849
9.344,-2.4554,-5.8596,7.5689,0.9446,4.9574,10.223,-24.565,-16.849
9.348,-0.7554,-3.7596,6.5689,1.8446,3.4574,-1.7771,-16.565,-12.849
9.352,1.0446,-2.1596,8.1689,1.6446,3.5574,16.223,-18.565,-34.849
9.356,-0.7554,-3.1596,8.4689,1.1446,1.5574,14.223,-6.565,-22.849
9.36,0.3446,-1.8596,5.8689,1.4446,0.0574,-7.7771,-22.565,-36.849
9.364,-1.1554,-2.0596,7.7689,2.3446,2.4574,22.223,-4.565,-10.849
9.368,-0.6554,-2.3596,5.3689,4.3446,2.3574,4.2229,-2.565,-8.8493
9.372,0.3446,-2.8596,6.8689,5.5446,2.3574,10.223,-10.565,-20.849
9.376,0.1446,-3.9596,3.6689,3.2446,0.3574,-1.7771,-20.565,-14.849
9.38,-0.8554,-2.4596,2.5689,2.5446,-0.1426,-3.7771,-18.565,-26.849
9.384,-1.1554,-1.3596,4.8689,2.1446,0.5574,10.223,-16.565,-26.849
9.388,-0.9554,-2.6596,4.9689,3.6446,0.9574,0.2229,-10.565,-22.849
9.392,0.0446,-1.8596,5.3689,4.7446,3.4574,8.2229,-6.565,-24.849
9.396,1.1446,-1.6596,6.1689,3.2446,3.5574,-3.7771,-14.565,-20.849
9.4,0.1446,-2.1596,7.1689,1.9446,3.4574,4.2229,-20.565,-32.849
9.404,-2.1554,-3.7596,3.5689,0.1446,1.7574,-5.7771,-20.565,-24.849
9.408,-0.6554,-1.1596,5.2689,1.5446,1.0574,10.223,-8.565,-22.849
9.412,-1.6554,-1.2596,3.0689,-0.0554,0.9574,4.2229,-0.565,-12.849
9.416,-0.5554,-0.5596,2.7689,1.8446,2.3574,2.2229,-10.565,-16.849
9.42,-0.6554,0.3404,3.7689,0.4446,3.5574,0.2229,-12.565,-26.849
9.424,-0.2554,-0.2596,3.3689,0.7446,4.7574,16.223,7.435,-12.849
9.428,0.3446,-0.3596,5.3689,1.4446,5.3574,4.2229,-18.565,-40.849
9.432,-1.2554,-1.8596,3.7689,1.2446,4.6574,-9.7771,-20.565,-42.849
9.436,-1.0554,-2.8596,1.8689,2.0446,4.4574,-7.7771,-10.565,-24.849
9.44,0.9446,-0.9596,1.8689,2.9446,5.5574,-1.7771,-6.565,-26.849
9.444,2.4446,-0.6596,2.7689,1.5446,3.6574,12.223,3.435,-4.8493
9.448,0.8446,-0.3596,3.3689,0.7446,2.7574,-1.7771,-14.565,-28.849
9.452,-0.4554,-0.7596,3.9689,1.8446,2.0574,-9.7771,-14.565,-16.849
9.456,2.7446,0.4404,4.8689,2.9446,2.6574,-5.7771,-20.565,-34.849
9.46,0.7446,-1.5596,4.0689,2.2446,3.9574,10.223,1.435,-16.849
9.464,2.3446,-1.1596,0.8689,1.0446,2.7574,8.2229,7.435,-4.8493
9.468,1.8446,0.4404,-0.2311,0.7446,1.1574,-7.7771,-14.565,-22.849
9.472,0.9446,-1.0596,0.7689,-0.1554,1.5574,-3.7771,-8.565,-20.849
9.476,1.6446,-0.7596,0.7689,1.2446,1.9574,-19.777,-26.565,-24.849
9.48,2.2446,0.5404,2.2689,1.6446,2.8574,-1.7771,-6.565,-14.849
9.484,2.4446,-0.6596,3.3689,2.2446,1.9574,16.223,7.435,-8.8493
9.488,-0.4554,-0.2596,3.5689,1.1446,0.4574,-1.7771,-14.565,-20.849
9.492,-1.0554,-1.1596,4.5689,1.7446,2.0574,8.2229,-4.565,-0.8493
9.496,0.0446,-1.8596,3.6689,1.9446,3.2574,8.2229,9.435,1.1507
9.5,0.0446,-0.1596,2.5689,3.9446,4.3574,12.223,3.435,-0.8493
9.504,-2.8554,-0.2596,0.5689,3.4446,2.5574,6.2229,3.435,5.1507
9.508,-2.3554,-0.4596,0.9689,3.3446,2.5574,22.223,9.435,23.151
9.512,-2.7554,0.3404,1.3689,3.3446,1.3574,16.223,15.435,17.151
9.516,-2.6554,1.6404,1.2689,4.8446,1.7574,30.223,37.435,43.151
9.52,-1.9554,1.1404,1.4689,4.1446,-0.2426,26.223,43.435,39.151
9.524,-2.8554,1.3404,-0.3311,3.5446,-1.9426,-3.7771,19.435,25.151
9.528,-4.3554,2.0404,-2.9311,5.0446,-0.9426,24.223,51.435,55.151
9.532,-2.9554,4.1404,-2.1311,5.4446,-2.1426,10.223,45.435,31.151
9.536,-2.5554,5.8404,-1.8311,6.2446,-0.8426,30.223,61.435,43.151
9.54,-0.1554,4.3404,-0.5311,5.5446,-1.4426,-1.7771,19.435,21.151
9.544,1.0446,4.9404,-0.3311,3.5446,-1.2426,0.2229,27.435,25.151
9.548,0.1446,3.2404,-2.0311,0.2446,-1.5426,-19.777,23.435,35.151
9.552,-0.1554,4.0404,1.1689,-0.5554,-0.3426,-33.777,19.435,13.151
9.556,1.2446,2.9404,-1.3311,0.1446,-0.5426,-37.777,1.435,1.1507
9.56,2.2446,2.3404,1.6689,-2.4554,-1.4426,-35.777,-2.565,-8.8493
9.564,4.7446,3.8404,1.9689,-2.5554,-1.0426,-21.777,1.435,-12.849
9.568,5.5446,3.9404,2.9689,-1.2554,-1.8426,-21.777,-12.565,-2.8493
9.572,5.6446,4.0404,2.5689,-1.3554,-1.7426,-17.777,-20.565,-22.849
9.576,5.2446,1.0404,5.0689,-0.1554,-1.1426,-15.777,-36.565,-52.849
9.58,5.2446,-2.9596,3.9689,-1.0554,-1.0426,-15.777,-18.565,-34.849
9.584,5.4446,-3.2596,5.1689,0.0446,0.4574,-25.777,-40.565,-44.849
9.588,4.9446,-1.8596,6.4689,0.0446,2.5574,-7.7771,-30.565,-38.849
9.592,3.2446,-1.0596,4.7689,-2.6554,2.1574,-5.7771,-20.565,-18.849
9.596,3.3446,-2.0596,4.2689,-4.3554,1.1574,-25.777,-36.565,-38.849
9.6,4.4446,-3.1596,5.8689,-4.3554,2.4574,-13.777,-32.565,-36.849
9.604,4.1446,0.4404,4.1689,-2.6554,2.6574,4.2229,-20.565,-24.849
9.608,5.4446,1.4404,3.3689,-1.3554,2.6574,14.223,-10.565,-26.849
9.612,6.4446,0.9404,4.5689,0.2446,2.4574,18.223,-4.565,-16.849
9.616,5.6446,-0.1596,3.7689,-3.7554,-1.0426,-13.777,-28.565,-40.849
9.62,5.7446,0.3404,2.9689,-0.8554,-0.3426,4.2229,-24.565,-42.849
9.624,5.9446,0.6404,0.5689,-2.4554,0.6574,-5.7771,-24.565,-28.849
9.628,6.0446,-0.0596,1.9689,-2.0554,1.4574,-13.777,-16.565,-26.849
9.632,5.2446,0.5404,3.2689,-1.8554,0.5574,-11.777,-22.565,-36.849
9.636,4.5446,1.6404,1.1689,-2.9554,-0.9426,-5.7771,-20.565,-36.849
9.64,7.5446,3.7404,-0.3311,-0.8554,-1.3426,0.2229,-14.565,-18.849
9.644,6.4446,3.3404,0.7689,-1.1554,-0.3426,2.2229,5.435,5.1507
9.648,6.9446,3.4404,1.2689,-0.1554,-0.1426,-3.7771,-10.565,-16.849
9.652,5.4446,1.2404,1.1689,-0.6554,-0.8426,-3.7771,-0.565,-22.849
9.656,3.0446,1.2404,1.2689,0.0446,0.9574,24.223,-12.565,-24.849
9.66,2.3446,-1.4596,3.8689,-1.0554,2.6574,22.223,-38.565,-10.849
9.664,1.8446,-5.1596,5.8689,3.8446,8.0574,64.223,-40.565,-0.8493
9.668,-0.5554,-8.2596,5.0689,6.3446,8.4574,86.223,-12.565,27.151
9.672,-2.3554,-6.8596,4.6689,9.8446,4.7574,70.223,17.435,53.151
9.676,-6.4554,-0.7596,0.3689,11.145,-3.6426,0.2229,107.43,145.15
9.68,-13.155,9.6404,-8.5311,13.745,-14.243,-89.777,277.44,327.15
9.684,-20.355,30.44,-22.531,15.945,-34.843,-277.78,451.43,481.15
9.688,-26.555,53.34,-37.931,15.145,-53.943,-451.78,591.43,619.15
9.692,-34.555,71.24,-50.331,11.545,-70.743,-657.78,693.43,727.15
9.696,-41.155,86.44,-61.431,7.0446,-85.743,-753.78,757.43,727.15
9.7,-33.655,101.34,-61.931,-1.6554,-85.643,-647.78,649.43,489.15
9.704,-11.555,96.64,-44.031,-12.955,-65.043,-429.78,409.44,159.15
9.708,13.945,78.44,-20.331,-23.655,-40.443,-197.78,119.43,-114.85
9.712,30.245,49.94,-1.2311,-27.455,-17.743,-15.777,-122.56,-316.85
9.716,34.945,22.54,10.969,-25.455,0.3574,134.22,-230.56,-356.85
9.72,31.545,-0.5596,16.569,-18.255,12.857,186.22,-242.56,-292.85
9.724,23.745,-17.46,20.269,-6.2554,20.257,192.22,-224.56,-224.85
9.728,15.545,-26.46,18.369,0.8446,21.957,180.22,-216.56,-178.85
9.732,10.145,-28.86,17.669,4.1446,22.957,166.22,-192.56,-138.85
9.736,7.1446,-31.76,16.769,5.0446,24.357,174.22,-180.56,-130.85
9.74,4.8446,-29.76,18.669,3.5446,24.657,166.22,-176.56,-132.85
9.744,7.6446,-26.46,17.569,3.5446,22.257,136.22,-190.56,-162.85
9.748,6.6446,-26.96,16.269,5.5446,23.757,164.22,-160.56,-118.85
9.752,4.6446,-25.06,15.069,6.2446,22.157,118.22,-174.56,-122.85
9.756,3.0446,-25.96,14.569,6.9446,22.657,136.22,-136.56,-96.849
9.76,7.4446,-18.56,12.369,5.0446,22.357,122.22,-128.56,-92.849
9.764,15.145,-9.9596,9.4689,6.1446,23.657,120.22,-112.56,-60.849
9.768,21.145,-3.7596,3.2689,5.7446,17.357,96.223,-112.56,-66.849
9.772,15.645,-5.1596,-0.8311,5.9446,10.257,94.223,-110.56,-66.849
9.776,1.6446,-15.96,4.2689,4.9446,5.9574,102.22,-96.565,-60.849
9.78,-11.155,-29.96,15.369,0.8446,5.5574,84.223,-94.565,-68.849
9.784,-9.9554,-27.26,20.169,0.2446,9.9574,100.22,-74.565,-62.849
9.788,-3.6554,-20.36,16.569,-0.0554,11.457,94.223,-60.565,-34.849
9.792,0.5446,-15.06,13.869,3.0446,9.8574,72.223,-72.565,-40.849
9.796,0.9446,-13.06,11.469,4.0446,9.6574,82.223,-50.565,-22.849
9.8,1.9446,-11.76,10.569,0.4446,8.7574,78.223,-30.565,-6.8493
9.804,2.5446,-8.8596,11.169,-2.2554,6.2574,56.223,-44.565,-16.849
9.808,1.0446,-7.7596,10.669,-1.5554,5.5574,60.223,-42.565,-24.849
9.812,0.5446,-7.8596,9.1689,0.1446,3.9574,58.223,-22.565,-12.849
9.816,1.5446,-6.0596,8.9689,0.9446,1.5574,40.223,-36.565,-22.849
9.82,0.4446,-5.0596,9.1689,0.9446,2.0574,50.223,-30.565,-26.849
9.824,-0.7554,-6.5596,7.2689,-0.0554,0.4574,46.223,-6.565,15.151
9.828,1.4446,-4.4596,7.1689,2.0446,0.2574,32.223,-32.565,-10.849
9.832,-0.1554,-4.9596,4.8689,1.2446,0.0574,36.223,-26.565,-14.849
9.836,0.3446,-6.8596,4.1689,1.0446,0.8574,28.223,-12.565,-10.849
9.84,1.9446,-5.2596,5.2689,0.8446,1.5574,26.223,-28.565,-16.849
9.844,1.0446,-4.2596,4.9689,0.0446,2.0574,32.223,3.435,11.151
9.848,0.8446,-0.6596,4.0689,-0.0554,1.2574,28.223,-6.565,1.1507
9.852,0.5446,-0.0596,5.1689,1.1446,0.4574,24.223,-0.565,17.151
9.856,1.8446,-0.2596,5.2689,2.0446,-0.2426,30.223,9.435,11.151
9.86,2.9446,-0.5596,4.3689,0.7446,-1.8426,22.223,9.435,21.151
9.864,2.7446,3.7404,1.7689,1.8446,-3.3426,12.223,-0.565,-4.8493
9.868,1.4446,1.3404,-0.6311,3.0446,-3.6426,20.223,13.435,19.151
9.872,-0.6554,-0.7596,-0.7311,3.3446,-6.0426,6.2229,17.435,17.151
9.876,-0.8554,1.0404,1.0689,2.2446,-7.7426,6.2229,13.435,9.1507
9.88,-1.7554,1.4404,0.6689,0.2446,-8.4426,-5.7771,13.435,15.151
9.884,-1.2554,2.7404,-0.0311,2.8446,-7.2426,10.223,21.435,29.151
9.888,-2.0554,3.5404,0.6689,4.6446,-6.9426,0.2229,13.435,17.151
9.892,-3.4554,3.1404,-1.5311,4.4446,-7.2426,12.223,27.435,27.151
9.896,-3.2554,3.7404,0.2689,4.0446,-7.0426,-3.7771,21.435,29.151
9.9,-3.4554,4.4404,0.6689,4.5446,-6.4426,0.2229,33.435,23.151
9.904,-4.2554,4.3404,-1.1311,4.8446,-7.6426,-15.777,23.435,27.151
9.908,-2.5554,7.0404,1.4689,4.1446,-7.3426,2.2229,37.435,45.151
9.912,-3.9554,5.0404,0.1689,2.0446,-7.6426,-15.777,33.435,37.151
9.916,-3.7554,3.4404,-0.3311,1.9446,-6.5426,-17.777,39.435,35.151
9.92,-3.8554,5.7404,0.1689,0.7446,-6.9426,-15.777,39.435,21.151
9.924,-4.1554,6.1404,0.4689,-0.2554,-7.0426,-21.777,31.435,25.151
9.928,-4.1554,3.0404,-1.5311,-0.8554,-5.6426,-29.777,51.435,35.151
9.932,-2.3554,5.4404,-2.2311,1.9446,-3.1426,-25.777,33.435,33.151
9.936,-1.8554,5.6404,-3.0311,-0.1554,-2.6426,-19.777,53.435,51.151
9.94,-2.5554,4.3404,-1.7311,-1.4554,-1.3426,-17.777,49.435,37.151
9.944,-3.1554,4.3404,0.9689,0.0446,-1.8426,-29.777,49.435,37.151
9.948,-4.8554,3.9404,3.0689,-0.4554,-2.1426,-41.777,13.435,23.151
9.952,-4.1554,6.1404,1.8689,1.0446,-1.6426,-17.777,59.435,65.151
